,id,stmt_date,HQ_city,legal_struct,ateco_sector,def_date,fs_year,asst_intang_fixed,asst_tang_fixed,asst_fixed_fin,asst_current,AR,cash_and_equiv,asst_tot,eqty_tot,eqty_corp_family_tot,liab_lt,liab_lt_emp,debt_bank_st,debt_bank_lt,debt_fin_st,debt_fin_lt,AP_st,AP_lt,debt_st,debt_lt,rev_operating,COGS,prof_operations,goodwill,inc_financing,exp_financing,prof_financing,inc_extraord,taxes,profit,days_rec,ebitda,roa,roe,wc_net,margin_fin,cf_operations
1241010,1885360816,12/31/11,81,SRL,86,12/31/99,2011,158911,326339,522,1052950,853904,193940,1539400,44389,,0,293373,656,0,0,0,177123,191557,487564,713676,1197626,977685,219941,829353,-1229,1230,0,-7065,211647,135433,-286.48,287271,14.29,,565386,-441383,202763
1239539,1883970780,12/31/11,78,SRL,41,12/31/99,2011,66,315,500,1742552,59494,2012,1743433,25465,,0,0,26216,270000,0,0,77372,0,146777,1532864,370348,327542,42806,43008,-25704,25757,0,631,17733,15134,,43008,2.46,59.43,1595775,24584,15336
1239331,1883740647,12/31/11,64,SPA,62,12/31/99,2011,20040,5575184,6596,6085795,1933211,3980789,11696867,9220058,,288000,331770,0,0,314279,0,1254964,0,1857039,0,16633034,11122534,5510500,10906308,38492,41831,0,-12385,5536607,3599506,122.47,5749453,47.11,39.04,4228756,3618238,3838459
1238672,1883081208,12/31/11,36,SRL,68,12/31/99,2011,19431,2436723,0,30867,30840,27,2494636,302642,,0,0,297676,909770,0,0,0,0,297676,1892027,324203,149178,175025,279325,-48845,48857,0,-940,125240,77146,,279325,7.02,25.49,-266809,-2153512,181446
1240968,1885320281,12/31/11,28,SRL,68,12/31/99,2011,0,1715889,134,141836,41084,100752,1858052,860931,,0,0,0,0,0,0,30189,0,997121,0,276242,98607,177635,220774,8088,278,0,-80,185643,124999,,220774,9.56,14.52,-855285,-855092,168138
1240047,1884430974,12/31/11,100,SRL,68,12/31/99,2011,1995,1244342,346127,407880,19354,3514,2002058,9224,,0,0,183068,780570,0,0,10131,0,197255,1791661,92097,45632,46465,60571,-26954,30855,0,-82891,-63380,-68254,,60571,2.32,,210625,-1583240,-54148
1238360,1882750167,12/31/11,16,SRL,25,12/31/99,2011,524,1104192,7,1470639,664119,185551,2586076,2128422,,0,214603,0,0,0,0,158079,0,231232,0,1107558,858110,249448,595450,20812,2,0,-800,269460,160455,,305306,9.65,7.54,1239407,1023699,216313
1240504,1884880517,12/31/11,51,SRL,41,12/31/99,2011,1538015,468533,0,557667,421017,101500,2564215,-100942,,0,9706,169889,1597881,0,0,474153,0,1035655,1604381,1254645,1265381,-10736,119300,-110221,111765,0,1380,-119577,-121731,,73321,-0.42,,-477988,,-37674
1239836,1884270271,12/31/11,27,SRL,32,12/31/99,2011,1677,588541,55471,2121748,472799,1583244,2795751,1246979,,137356,772176,0,0,0,0,184267,0,582010,0,2534689,2110964,423725,1816255,10203,505,0,500,434428,253265,,482216,15.16,20.31,1539738,601290,311756
1240079,1884480466,12/31/11,46,SRU,55,12/31/99,2011,5700,99758,231,1504672,82231,7166,1611574,495297,,7098,0,3611,955498,0,0,150070,0,153681,955498,32623,108942,-76319,-65285,-42907,42909,0,-19078,-138304,-138304,,-65285,-4.74,-27.92,1350991,389608,-127270
1238800,1883190686,12/31/11,68,SRL,41,12/31/99,2011,385,8459,0,3138842,77970,14847,3159496,-4685,,0,0,,0,,0,,0,2550457,0,988994,946987,42007,96335,-37887,37887,0,0,4120,-6581,,47583,1.33,,588385,,-1005
1239765,1884200013,12/31/11,1,SRL,68,12/31/99,2011,0,1716597,38709,58023,14361,43662,1813429,1787774,,0,0,0,0,0,0,2318,0,14823,10832,98974,57419,41555,41555,241,504,-280,146,41662,25556,21.68,41555,2.29,1.43,43200,32468,25556
1238698,1883090696,12/31/11,68,SRU,16,12/31/99,2011,1765389,1499796,0,8081905,4545808,11697,11364422,822083,,0,123297,1311054,7495143,0,0,1271762,0,2900986,7495143,6163729,5932978,230751,728750,-143731,294410,0,111109,198129,148459,-6.32,319383,2.03,18.06,5180919,-2443102,237091
1240776,1885140978,12/31/11,100,SAU,68,12/31/99,2011,0,2603545,1690516,919008,916652,2356,5214360,3327164,,0,0,0,1500000,0,0,23497,0,386691,1500000,102683,90415,12268,46326,10332,39643,0,1,22601,21911,,46326,0.24,0.66,532317,-966897,55969
1238846,1883280347,12/31/11,15,SRL,70,12/31/99,2011,40075,59676,59410,4920197,881460,4038737,5548482,5537581,,0,0,0,0,0,0,0,0,10901,0,238491,313930,-75439,-40911,61306,0,0,-1,-14134,-19863,0,-40911,-1.36,-0.36,4909296,5378420,14665
1241131,1885470441,12/31/11,109,SRL,63,12/31/99,2011,0,3243699,0,717786,90216,8220,3961485,44165,,5896,0,1710,1953631,0,0,109532,0,1957560,1953631,235711,206709,29002,185538,-19910,19922,0,-1,9091,1357,,77584,0.73,3.07,-1239774,-3199534,49939
1238958,1883390179,12/31/11,17,SPA,46,12/31/99,2011,365813,1011879,885400,8664402,5530537,772928,11421819,5889829,,26958,137286,0,0,0,0,2204156,0,4758304,602582,14320892,13939565,381327,2493460,72214,65320,-110536,98200,441205,212695,152.16,568618,3.34,3.61,3906098,3626737,399986
1240009,1884410240,12/31/11,24,SRL,47,12/31/99,2011,698,3572097,0,134249,83608,50641,3708395,2415926,,0,0,0,1094249,0,0,23307,0,30480,1261989,172857,164822,8035,57966,-31589,32414,0,2919,-20635,-29906,-27.94,57966,0.22,-1.24,103769,-1156869,20025
1491832,2119280424,12/31/12,42,SRL,45,12/31/99,2012,15894,1292698,8870,293769,181410,69351,1614381,483601,,182525,63794,53412,547545,0,0,186135,0,297829,547545,1045577,1019538,26039,244968,-20402,21249,0,13876,19513,5937,,71022,1.61,1.23,-4060,-833861,50920
4140572,9601880157,12/31/12,15,SRU,68,12/31/99,2012,59480,7339361,2817684,824198,824048,150,11050526,5695112,,0,6506,329316,761195,0,0,22871,0,402313,4931195,594674,580163,14511,366266,4482,27180,0,9240,28233,4290,,335249,0.13,0.08,421885,-4521413,325028
4142483,9615640159,12/31/12,15,SRL,93,12/31/99,2012,1218423,1077243,0,2452539,606902,53323,5001481,1703472,,0,61884,,,,,,,2154837,806717,602559,1236796,-634237,-246322,-89690,91437,0,747200,23273,23273,,-455454,-12.68,1.37,297702,-592194,202056
4141805,9609130159,12/31/12,23,SRL,46,12/31/99,2012,1155,1058613,26521,632649,497731,34414,1724509,998877,,0,9561,120365,91183,0,0,207619,0,618404,91183,760053,728426,31627,88304,-7645,8726,0,838,24820,4760,,41629,1.83,0.48,14245,-87412,14762
1492636,2120000597,12/31/12,59,SRL,68,12/31/99,2012,0,0,0,1844556,35944,5419,1844556,-1710,,0,0,336902,416000,0,0,76636,0,413881,1432385,39108,22145,16963,18172,-27900,27900,0,0,-10937,-11710,,18172,0.92,,1430675,,-10501
4141906,9609951000,12/31/12,58,SRL,68,12/31/99,2012,0,1236436,261000,26087,6888,19199,1523523,282218,,0,0,0,543850,0,0,0,0,697399,543850,112185,94068,18117,23093,-10352,10388,0,597,8362,-4629,,23093,1.19,-1.64,-671312,-1215218,347
4143310,9628020019,12/31/12,1,SRL,68,12/31/99,2012,1296,0,77,1951922,157794,189,1958716,93327,,0,0,118716,837288,0,0,29508,0,168224,1696738,168833,169937,-1104,-456,-32619,32621,0,-2,-33725,-33725,,-456,-0.06,-36.14,1783698,91954,-33077
4141875,9609691002,12/31/12,58,SRU,38,12/31/99,2012,2808,525691,3684,3328925,1974870,389783,3867618,157941,,0,0,0,0,0,0,0,0,3709677,0,14013777,13911499,102278,131714,-7579,18562,0,-269,94430,55178,,131714,2.64,34.94,-380752,-374242,84614
4140539,9601611008,12/31/12,58,SRL,41,12/31/99,2012,500,123305,0,1899737,1125957,122780,2024966,107307,,0,0,,0,,0,,0,1917659,0,1044429,1032832,11597,152209,-10272,10272,0,-1,1324,-9758,,24681,0.57,-9.09,-17922,-16498,3326
4141944,9610111008,12/31/12,58,SRU,41,12/31/99,2012,7462,0,0,4276440,252450,12746,4283902,155305,,0,0,,,,,,,264227,3864370,169681,119418,50263,50263,-125346,125346,0,153723,78640,51203,,50263,1.17,32.97,4012213,147843,51203
4143702,9631320158,12/31/12,15,SRL,68,12/31/99,2012,0,2397141,748400,356819,354660,2159,3502360,1876938,,0,0,25043,791292,0,0,6021,0,225790,1356778,350163,132140,218023,295147,-25787,25788,0,-59469,132767,61493,,295147,6.23,3.28,131029,-1268603,138617
4141375,9606391002,12/31/12,58,SRL,41,12/31/99,2012,1600,0,0,3357857,562736,70621,3359457,20234,,1390,0,0,0,0,0,52961,0,3337833,0,82,1981,-1899,-1899,1579,2,0,1,-319,-1709,,-1899,-0.06,-8.45,20024,18634,-1709
1491911,2119340418,12/31/12,41,SRL,68,12/31/99,2012,0,0,10550,1694641,103460,113,1705191,106538,,0,0,33924,685953,0,0,102106,0,842232,685953,28453,40784,-12331,-12331,24,0,0,0,-12307,-12307,,-12331,-0.72,-11.55,852409,95988,-12307
4142121,9611770018,12/31/12,1,SRL,46,12/31/99,2012,42667,61742,81387,2281412,1013575,70921,2481730,636301,,0,21241,,,,,,,1806673,10000,2241259,2218932,22327,207747,-21812,21812,0,8438,8953,2366,,65728,0.9,0.37,474739,450505,45767
4142578,9617730016,12/31/12,1,SRU,70,12/31/99,2012,600,0,3412175,1405028,108720,578032,4856585,2093613,,0,0,0,0,160000,0,21430,0,232972,2530000,0,34015,-34015,-33415,306032,18381,0,2178,274195,215001,,-33415,-0.7,10.27,1172056,-1319162,215601
4141605,9607650158,12/31/12,15,SRL,28,12/31/99,2012,1051097,160025,14552,2221800,1320292,366908,3811465,2149004,,0,139242,0,0,0,0,0,0,1509839,0,4457000,3970101,486899,1160009,-4209,388,0,0,482690,276120,,576471,12.77,12.85,711961,923330,365692
4142766,9621060152,12/31/12,15,SPA,69,12/31/99,2012,7876,14850,9763,1539280,882456,656824,1572594,577913,,0,359303,0,0,3989,0,499393,0,635378,0,2701493,2552829,148664,807881,-9917,10387,0,21404,160151,108782,,164150,9.45,18.82,903902,545424,124268
4145202,9643280150,12/31/12,15,SRL,68,12/31/99,2012,3328,3316842,87,43095,36601,33,3368386,12800,,0,0,329961,0,0,0,21764,0,358358,2997228,110785,138614,-27829,-12169,-13625,13626,0,-1,-41455,-43129,,-23156,-0.83,,-315263,-3307457,-38456
4141085,9604720012,12/31/12,1,SRL,41,12/31/99,2012,6199,0,746,17010632,1043254,693361,17088629,532916,,0,0,0,7030000,0,0,967531,0,7575813,8979900,5835437,5571071,264366,266432,-217302,217539,0,-1,47063,5696,,266432,1.55,1.07,9434819,525971,7762
4141245,9605741009,12/31/12,58,SRL,41,12/31/99,2012,0,0,0,2159605,475077,57122,2159605,-52110,,0,5425,,,,,,,4979,2201310,15061,52261,-37200,7017,-24935,29209,0,0,-62135,-62135,,-37200,-1.72,,2154626,,-62135
4141446,9606810159,12/31/12,15,SRL,25,12/31/99,2012,617,440789,3331,4070064,3633521,3492,4530805,675856,,0,268000,1883096,72437,7424,0,1388456,0,3513398,72437,5281314,4915151,366163,1771518,-124158,135106,0,27583,269588,139020,,412542,8.08,20.57,556666,231119,185399
4143373,9628510159,12/31/12,15,SRL,73,12/31/99,2012,59667,66399,578859,6874194,5171937,1682599,7604224,3968297,,290239,844231,0,0,0,0,1084679,0,2431722,0,9577363,8714502,862861,4311511,20501,11758,-45206,193798,1031954,596350,,1015904,11.35,15.03,4442472,3263372,749393
4142827,9621830158,12/31/12,13,SRL,32,12/31/99,2012,16910,1144392,18553,1525361,583956,272701,2733067,1942207,,54719,107873,21172,116169,0,0,371881,0,511879,116169,1814054,1832345,-18291,348168,-10618,9215,0,6506,-22403,-31775,,71717,-0.67,-1.64,1013482,762352,58233
4143552,9629971004,12/31/12,58,SRU,63,12/31/99,2012,1954512,29403,1229,7818968,4618060,3200908,10191417,6663091,,0,8165,0,0,0,0,1633653,0,3503578,0,11384668,9354180,2030488,4285888,15335,594,0,3502,2049325,1338553,14.15,2382121,19.92,20.09,4315390,4677947,1690186
4145515,9644780018,12/31/12,1,SRL,68,12/31/99,2012,117144,4955930,969605,951937,882687,69250,12333314,1105179,,132728,0,783209,3288546,0,0,1358640,4522954,2902984,8091500,1554279,1523036,31243,808789,-255306,273281,0,2,-224061,-249153,,808789,0.25,-22.54,-1951047,-4937500,528393
4143538,9629880155,12/31/12,15,SRL,68,12/31/99,2012,0,0,0,2453968,26408,27371,2453968,6672,,0,0,92300,304249,0,0,2500,0,2143047,304249,19794,24698,-4904,-4904,-10587,10962,0,-1165,-16656,-16656,,-4904,-0.2,,310921,6672,-16656
4141295,9606011006,12/31/12,58,SRL,1,12/31/99,2012,0,4558770,0,81145,59549,1096,4639915,26237,,0,0,0,874413,0,1040738,21799,0,554901,4058777,92232,28118,64114,64844,-55635,55645,0,0,8479,5023,,64844,1.38,19.14,-473756,-4532533,5753
4140910,9603950016,12/31/12,1,SRL,47,12/31/99,2012,102282,50687,0,3219371,1426695,14800,3374268,811494,,0,105697,,,,,,,2357077,100000,2354533,2183390,171143,562560,-88566,88570,0,-21934,60643,20082,,211358,5.07,2.47,862294,658525,60297
4145709,9646161001,12/31/12,58,SRL,68,12/31/99,2012,6437,0,0,1649061,45265,151714,1655995,10406,,0,0,0,480000,0,786800,5271,0,306370,1339194,102335,95726,6609,8218,-5859,6513,0,0,750,407,,8218,0.4,3.91,1342691,3969,2016
1492129,2119600365,12/31/12,36,SRL,8,12/31/99,2012,801010,1522675,9512886,816926,816118,808,12658454,1225456,,256904,0,1363006,185768,0,0,1566080,0,10380586,780622,2308688,2203268,105420,366248,-155751,155760,-281654,-27502,-359487,-365375,-187.54,342339,0.83,-29.82,-9563660,-10611115,-128456
1492590,2119970263,12/31/12,26,SAU,13,12/31/99,2012,139003,21893200,3939190,111174448,73150752,697052,137465729,82137287,,4859790,8692960,337770,1786046,0,0,28836313,0,39125354,1786046,137663757,132761588,4902169,39954563,-399450,630237,0,2265591,6768310,4178649,187.48,10224721,3.57,5.09,72049094,56165894,9501201
4145392,9644000151,12/31/12,15,SPA,82,12/31/99,2012,0,5003,12402935,1227762,1227317,445,13635700,10796905,,0,51755,886,0,0,0,38922,0,204755,2582285,351176,242209,108967,219047,-69600,100506,0,712,40079,11990,,114074,0.8,0.11,1023007,-1611033,17097
1491907,2119330963,12/31/12,15,SRL,46,12/31/99,2012,507402,171483,0,1285551,607392,7952,2094486,1389481,,0,42257,14487,0,0,0,598321,0,660916,0,7512979,7667503,-154524,334857,-39611,39611,0,1479,-192656,-203336,,-75603,-7.38,-14.63,624635,710596,-124415
4143251,9627501001,12/31/12,58,SPA,41,12/31/99,2012,0,187363,0,4652282,306330,908911,4855690,803765,,0,20715,0,0,0,0,1614412,0,4024637,0,2672156,1725019,947137,1275189,-402016,402195,0,-79,545042,335976,,959650,19.51,41.8,627645,616402,348489
4143016,9625090155,12/31/12,108,SRL,46,12/31/99,2012,96546,383696,2000,1392679,1159078,4710,1888422,114148,,10000,118019,630417,196123,0,0,734923,0,1449882,196123,2748119,2692248,55871,405579,-37517,37595,0,-48,18306,2674,65.88,123094,2.96,2.34,-57203,-368094,69897
4144103,9634761002,12/31/12,58,SRL,82,12/31/99,2012,0,27396,0,1932674,1741615,191059,1963961,42162,,18284,42561,0,0,0,0,1773179,0,1860954,0,1923844,1924503,-659,286338,-180,188,0,-2,-841,-13945,-131.03,12193,-0.03,-33.07,71720,14766,-1093
1492138,2119600654,12/31/12,65,SRL,45,12/31/99,2012,63971,2426784,0,2814257,1357031,29683,5309564,1287761,,0,180945,1217786,899048,0,0,1488133,0,2931665,899048,5539898,5574828,-34930,402658,-142213,143099,0,36678,-140465,-121332,31.08,2810,-0.66,-9.42,-117408,-1202994,-83592
4143652,9631000156,12/31/12,15,SRL,68,12/31/99,2012,0,0,77,2807710,615831,16359,2808241,242513,,0,0,2224729,184025,0,0,122049,0,2377512,184025,969935,828762,141173,141348,-100403,101452,0,-14045,26725,-4009,,141348,5.03,-1.65,430198,242436,-3834
4143278,9627820153,12/31/12,15,SRL,46,12/31/99,2012,595,9068234,5,8298426,5816418,45394,17369469,4568579,,0,0,6940641,0,0,0,5602191,0,12653961,64046,10976091,11251231,-275140,668788,-57085,313748,0,10912,-321313,-331018,92.37,668788,-1.58,-7.25,-4355535,-4500255,612910
4142540,9617030011,12/31/12,1,SRL,68,12/31/99,2012,9120,0,0,53001261,1297710,3853408,53122364,9417576,,542634,0,6886599,18860000,0,0,406137,0,24301839,18860000,27559264,26593728,965536,1513750,-617682,622109,0,-6986,340868,90043,,971116,1.82,0.96,28699422,9408456,95623
4142196,9612511007,12/31/12,15,SRU,70,12/31/99,2012,0,501,13640000,1147080,1095360,51720,14787957,7689004,,15004,0,0,0,0,0,6630,0,917493,6166456,1,92632,-92631,-92297,1091446,0,0,19905,1018720,1016845,,-92297,-0.63,13.22,229587,-5951497,1017179
4145654,9645651002,12/31/12,58,SRU,68,12/31/99,2012,49624,7174382,0,520063,59609,460454,7754624,23892,,0,953,265618,6717989,0,0,50248,0,940763,6732388,357563,500333,-142770,69359,-229774,230728,0,28017,-344527,-344527,-79.59,46931,-1.84,,-420700,-7200114,-154826
4140740,9602620156,12/31/12,98,SRL,43,12/31/99,2012,1968,0,697475,12374857,623096,82876,13074300,241061,,0,0,0,1663834,0,679250,1318062,0,1577704,11041886,5397018,5249239,147779,150788,-86053,86176,-44647,-42192,-25113,-48541,,150788,1.13,-20.14,10797153,-458382,-45532
4141357,9606310150,12/31/12,15,SRL,58,12/31/99,2012,40187,25733,15,4804012,3528013,4151,4871761,105000,,125968,59095,889731,0,0,0,1081417,0,4568754,0,1423115,2994261,-1571146,-1169562,-145920,146710,-56385,-493397,-2266848,-2266848,,-1522557,-32.25,,235258,39065,-2218259
4143772,9631800159,12/31/12,15,SRL,68,12/31/99,2012,0,1403942,0,137914,123486,14428,1543478,307607,,0,0,0,0,0,0,7513,0,10410,1225190,62024,67978,-5954,12335,-203,216,0,0,-6157,-16226,238.36,12335,-0.39,-5.27,127504,-1096335,2063
4144021,9633951000,12/31/12,58,SAU,35,12/31/99,2012,63972000,24247000,12256000,3667707000,3643927000,23780000,3768182000,41737000,,96344000,66118000,6145000,0,0,0,1056686000,0,3563983000,0,10097708000,10084102000,13606000,499618000,-13657000,63610000,0,9192000,9141000,-54489000,-21.45,283352000,0.36,-130.55,103724000,-58738000,215257000
1491795,2119240410,12/31/12,41,SRU,47,12/31/99,2012,182545,375230,28478,2835544,673687,87238,3427378,106764,,7683,60548,0,939007,0,0,2029980,0,2210725,1024365,3101486,3015811,85675,681728,-45813,48854,0,49906,89768,62532,,145007,2.5,58.57,624819,-479489,121864
4143942,9633400016,12/31/12,1,SRL,41,12/31/99,2012,0,0,0,1643582,57468,3992,1643582,1641328,,0,0,0,0,0,0,2223,0,2254,0,41501,47150,-5649,-5649,5,0,0,1,-5643,-5643,,-5649,-0.34,-0.34,1641328,1641328,-5643
4145061,9642431002,12/31/12,58,SRL,24,12/31/99,2012,74635,69409,47468,2973463,2459856,370971,3170329,1764374,,9900,29208,25814,0,0,0,369555,0,1364674,0,81588933,80252616,1336317,1654689,-62,208,0,97151,1433406,970441,,1412584,42.15,55,1608789,1572862,1046708
1491995,2119410039,12/31/12,3,SRU,82,12/31/99,2012,1411781,75759,1548,2164679,2141781,13513,3659712,299817,,0,189279,1279205,0,0,0,1243200,0,2602908,567708,8327112,8079243,247869,732733,-119008,119778,0,14627,143488,53643,13.41,418464,6.77,17.89,-438229,-1189271,224238
4145155,9643110159,12/31/12,33,SRL,68,12/31/99,2012,333,763241,-7382,846450,117958,2648,1623529,300808,,20733,0,0,0,0,0,17622,0,199083,1100000,194740,177840,16900,18157,2,3,0,3,16905,-1865,,18157,1.04,-0.62,647367,-455384,-608
4145273,9643570014,12/31/12,1,SRL,27,12/31/99,2012,287380,144500,1290,1174370,1058256,16976,1607540,18300,,39707,291111,460240,41838,0,0,592238,0,1212862,41838,1653506,1554627,98879,875043,-44283,44283,0,-13800,40796,3293,,297496,6.15,17.99,-38492,-414870,201910
4143113,9626261003,12/31/12,58,SRU,45,12/31/99,2012,30176,1468,0,1931164,1904427,26737,1962808,48295,,0,0,,,,,,,761735,1152778,1926731,1907307,19424,22340,0,0,0,0,19424,13403,,20996,0.99,27.75,1169429,16651,14975
4145193,9643261002,12/31/12,58,SRL,22,12/31/99,2012,8293,850290,0,719134,469533,44055,1607454,9263,,0,44454,0,84632,0,0,373594,0,1469105,84632,2105572,2087989,17583,528723,-3735,3740,0,-2,13846,3685,,217610,1.09,39.78,-749971,-849320,203712
4142894,9623440154,12/31/12,15,SRL,68,12/31/99,2012,3016,3697196,0,169679,150536,19143,3876558,1533448,,0,107444,401058,561976,0,0,1137657,0,1651636,567726,1450625,1338930,111695,648980,-43685,43753,0,0,68010,12351,,285079,2.88,0.81,-1481957,-2166764,185735
4141460,9606821008,12/31/12,58,SRU,68,12/31/99,2012,0,8942,0,2370199,32019,16380,2379141,2208088,,0,0,0,0,0,0,8406,0,171053,0,74019,46092,27927,30839,-256,256,0,0,27671,9625,,30839,1.17,0.44,2199146,2199146,12537
4145241,9643441000,12/31/12,58,SAA,68,12/31/99,2012,0,0,5338107,57444,55871,1573,5395551,4443870,,0,0,0,0,0,0,577043,0,951681,0,60000,53303,6697,8106,-568,582,0,-2401,3728,1503,,8106,0.12,0.03,-894237,-894237,2912
1492466,2119880165,12/31/12,16,SRU,85,12/31/99,2012,13520,4402123,1800,287567,172611,114956,4705438,960072,,0,0,82432,2238277,0,0,169528,0,256159,3383571,219249,178979,40270,124600,-31688,32735,0,-2926,5656,-1407,,124600,0.86,-0.15,31408,-3457371,82923
4143889,9632620150,12/31/12,98,SRL,68,12/31/99,2012,0,3629838,31329,1387641,1280143,5539,5449597,2616711,,22024,0,,,,,,,1558050,1241500,559337,394436,164901,230755,-84829,84832,0,0,80072,78737,,230755,3.03,3.01,-170409,-1044456,144591
4144309,9636821002,12/31/12,58,SRL,95,12/31/99,2012,13449,14682,0,3131647,2372581,759066,3188190,32462,,0,28742,0,0,2646,4630,2665308,0,3073939,4630,4392109,4334779,57330,493399,-3328,4522,0,21077,75079,5936,-64.58,71625,1.8,18.29,57708,4331,20231
4141197,9605391003,12/31/12,58,SRU,46,12/31/99,2012,312015,1342002,85513,9675186,7834186,874358,11448492,75712,,0,325717,0,0,0,0,471001,0,11028739,0,11063587,11983087,-919500,2567692,1243,1843,0,-39124,-957381,-759917,256.07,376379,-8.03,,-1353553,-1663818,535962
4145534,9645031007,12/31/12,58,SRL,71,12/31/99,2012,1551,11597016,5080508,3556122,3350062,206060,20362113,434806,,0,0,,,,,,,4584326,15237806,1525049,1320310,204739,742770,-305137,498106,0,-2274,-102672,132037,,742770,1.01,30.37,-1028204,-16244269,670068
4144214,9635861009,12/31/12,58,SRL,41,12/31/99,2012,0,0,3114400,6528611,5361205,1167406,9643011,308318,,0,984,0,0,0,0,4286,0,33709,9300000,21000,25609,-4609,17099,2545,2,0,64,-2000,-2111,,-4609,-0.05,-0.68,6494902,-2806082,-2111
4144849,9640810157,12/31/12,15,SRU,70,12/31/99,2012,223680,56003,1682,3348026,3345277,2749,3648343,1693181,,252072,493761,0,0,0,0,466891,0,950204,0,5587976,4977881,610095,2630029,-11398,16567,0,92234,690931,488838,60.26,728887,16.72,28.87,2397822,1411816,607630
4145002,9642141007,12/31/12,58,SRL,41,12/31/99,2012,711,5258,1140,1977801,113957,37886,1984910,36034,,0,0,,,,,,,654829,1294047,611884,567932,43952,47912,-15351,15351,0,-352,28249,21951,,47857,2.21,60.92,1322972,28925,25856
4143787,9631860153,12/31/12,15,SRL,58,12/31/99,2012,148048,3472745,8683,1140203,990972,145450,4781284,3051822,,95000,121154,271943,0,62829,0,1053143,0,1448670,0,3635350,3538508,96842,1081840,-39538,40256,0,16529,73833,12922,,317879,2.03,0.42,-308467,-577654,233959
4143475,9629420150,12/31/12,15,SRL,46,12/31/99,2012,0,192173,0,2611360,2323961,178539,2809383,1032309,,101856,8704,0,0,13485,0,1167177,0,1666514,0,4897937,4846122,51815,173142,375,55,0,24603,76793,32571,,79249,1.84,3.16,944846,840136,60005
4143557,9629980013,12/31/12,1,SRL,41,12/31/99,2012,0,9764,0,1728878,288177,4591,1743857,528898,,0,0,0,0,0,0,166041,0,779877,435000,906480,820713,85767,124542,-4555,4556,0,16,81228,53157,,89617,4.92,10.05,949001,519134,57007
4142622,9618930011,12/31/12,1,SRL,46,12/31/99,2012,13902,47312,0,2393832,1424680,1253,2455735,63283,,1282,50522,746166,0,0,0,1393908,0,2184148,150000,2650294,2628598,21696,304277,-22472,25245,0,9829,9053,2939,,47683,0.88,4.64,209684,2069,28926
1491846,2119290209,12/31/12,20,SRU,41,12/31/99,2012,0,18387,859,2220467,191266,31948,2245547,99285,,0,7866,557038,509004,3484,0,596482,0,1314194,823236,829100,805965,23135,41885,-22699,22728,0,1722,2158,-4843,,34548,1.03,-4.88,906273,80039,6570
4145464,9644440019,12/31/12,1,SRL,41,12/31/99,2012,0,0,120,2469887,99620,62768,2509003,6710,,0,0,416081,933007,0,526000,61431,0,1043065,1459007,916110,864971,51139,51846,-57318,57324,0,-85,-6264,-7243,,51846,2.04,-107.94,1426822,6590,-6536
1492824,2120140138,12/31/12,13,SRL,28,12/31/99,2012,0,1679933,0,908241,693540,27201,2588174,665606,,0,82259,583018,475144,0,0,379870,0,1351795,475144,1950501,1845677,104824,611498,-46330,46456,0,17,58511,21299,,180481,4.05,3.2,-443554,-1014327,96956
4140974,9604300013,12/31/12,1,SRU,41,12/31/99,2012,831,281485,0,1465664,5487,240,1747980,13203,,0,0,24985,562452,0,244522,757772,0,927803,806974,0,11368,-11368,-10665,-25836,25848,0,42278,5074,1188,,-10953,-0.65,9,537861,-269113,1603
4144592,9638810151,12/31/12,15,SRL,58,12/31/99,2012,72626,47722,16488,2955926,1169157,979595,3116954,2046322,,7,160587,0,0,0,0,796077,0,899844,0,8125393,5482696,2642697,3313159,23723,180,0,89599,2756019,1889570,190.6,2744365,84.78,92.34,2056082,1909486,1991238
4145087,9642670013,12/31/12,1,SRL,47,12/31/99,2012,150621,85572,0,1312118,880911,196135,1550424,30390,,0,27968,0,0,0,894223,550296,0,597812,894223,846726,839344,7382,278575,547,78,0,-1,7928,958,,55902,0.48,3.15,714306,-205803,49478
1492736,2120070483,12/31/12,48,SRL,85,12/31/99,2012,422752,219987,127757,5234873,863319,4331632,6105048,3250782,,0,249797,8503,0,0,0,701835,0,1793089,0,13413825,11329468,2084357,6679906,40388,520,0,167970,2292715,1518003,32.99,2349897,34.14,46.7,3441784,2480286,1783543
4141262,9605880153,12/31/12,15,SRL,68,12/31/99,2012,0,0,0,6004114,463031,3622,6030364,910585,,0,0,0,0,0,0,0,0,1599908,3519871,78847,94226,-15379,-15379,-89362,89368,0,-2518,-107259,-108718,,-15379,-0.26,-11.94,4404206,910585,-108718
4143027,9625200150,12/31/12,15,SRL,46,12/31/99,2012,0,4248759,705,389360,283220,106140,4638824,2824944,,0,0,0,0,0,0,9032,0,1768730,32901,575947,232263,343684,477045,7571,2,-406,0,350849,229739,,477045,7.41,8.13,-1379370,-1424520,363100
4142991,9624851003,12/31/12,58,SRL,46,12/31/99,2012,8059,11953,4295,1805297,357457,23564,1831845,-26585,,0,40483,203524,0,0,0,1197581,0,1488442,329505,2273796,2301789,-27993,150222,-30822,30862,0,23476,-35339,-38597,,-18049,-1.53,,316855,,-28653
